StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Intro,gender,age,races_1,races_2,races_3,races_4,races_5,races_6,races_7,employment_status,marital_status,children,household_income,education_level,state,country,political_orientaton,political_orientaton_4_TEXT,republican_strength,democrat_strength,party_alignment,political_Ideology_1,voted,vote_for,shopping_freq,monthly_spend,brands_type_pref_1,brands_type_pref_2,brands_type_pref_3,brands_type_pref_4,brands_type_pref_5,brands_type_pref_6,vacation_travel_freq,brand_importance,discount_importance,buy_decision_style,device_used_to_buy_1,device_used_to_buy_2,device_used_to_buy_3,device_used_to_buy_5,social_m_influence,eco_friendly_imp,pq_1,pq_2,pq_3,pq_4,pq_5,pq_6_reverse_score,pq_7_reverse_score,pq_8_reverse_score,pq_9_reverse_score,pq_attention_check_1,pq_10_reverse_score,pq_11,pq_12,pq_13,pq_attention_check_2,pq_14,pq_15_reverse_score,pq_16_reverse_score,pq_17_reverse_score,pq_18_reverse_score,pq_19_reverse_score,pq_20_reverse_score,p_1_openness_item_1,p_1_openness_item_2,p_1_openness_item_3,p_1_openness_item_4,p_1_openness_item_5,p_1_openness_item_6,p_1_consc_item_1,p_1_consc_item_2,p_1_consc_item_3,p_1_consc_item_4,p_1_consc_item_5,p_1_consc_item_6,p_1_extr_item_1,p_1_extr_item_2,p_1_extr_item_3,p_1_extr_item_4,p_1_extr_item_5,p_1_extr_item_6,p_1_agree_item_1,p_1_agree_item_2,p_1_agree_item_3,p_1_agree_item_4,p_1_agree_item_5,p_1_agree_item_6,p_1_neuro_item_1,p_1_neuro_item_2,p_1_neuro_item_3,p_1_neuro_item_4,p_1_neuro_item_5,p_1_neuro_item_6,p_2_openness_item_1,p_2_openness_item_2,p_2_openness_item_3,p_2_openness_item_4,p_2_openness_item_5,p_2_openness_item_6,p_2_consc_item_1,p_2_consc_item_2,p_2_consc_item_3,p_2_consc_item_4,p_2_consc_item_5,p_2_consc_item_6,p_2_extr_item_1,p_2_extr_item_2,p_2_extr_item_3,p_2_extr_item_4,p_2_extr_item_5,p_2_extr_item_6,p_2_agree_item_1,p_2_agree_item_2,p_2_agree_item_3,p_2_agree_item_4,p_2_agree_item_5,p_2_agree_item_6,p_2_neuro_item_1,p_2_neuro_item_2,p_2_neuro_item_3,p_2_neuro_item_4,p_2_neuro_item_5,p_2_neuro_item_6,p_3_openness_item_1,p_3_openness_item_2,p_3_openness_item_3,p_3_openness_item_4,p_3_openness_item_5,p_3_openness_item_6,p_3_consc_item_1,p_3_consc_item_2,p_3_consc_item_3,p_3_consc_item_4,p_3_consc_item_5,p_3_consc_item_6,p_3_extr_item_1,p_3_extr_item_2,p_3_extr_item_3,p_3_extr_item_4,p_3_extr_item_5,p_3_extr_item_6,p_3_agree_item_1,p_3_agree_item_2,p_3_agree_item_3,p_3_agree_item_4,p_3_agree_item_5,p_3_agree_item_6,p_3_agree_att_check,p_3_neuro_item_1,p_3_neuro_item_2,p_3_neuro_item_3,p_3_neuro_item_4,p_3_neuro_item_5,p_3_neuro_item_6,post_shop_survey_q_1,post_shop_survey_q_2,post_shop_survey_q_3,post_shop_survey_q_4_1,post_shop_survey_q_4_2,post_shop_survey_q_4_3,post_shop_survey_q_4_4,post_shop_survey_q_4_5,post_shop_survey_q_4_6,post_shop_survey_q_4_6_TEXT,post_shop_q1,post_shop_q2,seriousness_check,Q_TotalDuration,DeviceIdentifier,source,UserAgent,PROLIFIC_PID,STUDY_ID,SESSION_ID,EarlyExit,CompleteExit,Duration,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score,aes_1_openness,aes_1_conscientiousness,aes_1_extraversion,aes_1_agreeableness,aes_1_neuroticism,aes_resd_1_openness,aes_resd_1_conscientiousness,aes_resd_1_extraversion,aes_resd_1_agreeableness,aes_resd_1_neuroticism,aes_2_openness,aes_2_conscientiousness,aes_2_extraversion,aes_2_agreeableness,aes_2_neuroticism,aes_resd_2_openness,aes_resd_2_conscientiousness,aes_resd_2_extraversion,aes_resd_2_agreeableness,aes_resd_2_neuroticism,aes_3_openness,aes_3_conscientiousness,aes_3_extraversion,aes_3_agreeableness,aes_3_neuroticism,aes_resd_3_openness,aes_resd_3_conscientiousness,aes_resd_3_extraversion,aes_resd_3_agreeableness,aes_resd_3_neuroticism
2024-12-11 11:55:06,2024-12-11 12:05:02,0,100,595,1,2024-12-11 12:05:03,R_1RsxKBs5qCxppyg,anonymous,EN,1.0,,0,0,,2,3.0,25.0,1.0,,,,,,,1.0,5.0,0.0,1.0,2.0,50.0,,2.0,,,2.0,,1.0,1.0,2.0,3.0,2.0,,1.0,1.0,,,,1.0,2.0,4.0,2.0,1.0,,1.0,,1.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,,,1.0,,1.0,Practicality ,2.0,5.0,2.0,595,,prolific_final,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36",60196ee67d099006f74c5bb3,675867a866926f4f99073407,67597d8c55c8dde7afa6c10a,,1.0,596.0,1.75,3.25,2.5,2.75,4.5,1.0,2.3333333333333335,1.0,2.8333333333333335,3.1666666666666665,-0.7218536748960902,-0.5908805994261859,-0.5893196513779912,0.5476959898962126,-0.07189372859800036,1.0,2.3333333333333335,1.0,2.0,3.0,-0.6980121514740856,-0.6121544140054578,-0.37727410978543396,-0.31101637421149153,0.09323483444471314,1.6666666666666667,3.1666666666666665,1.0,2.0,3.3333333333333335,-0.16919621238654048,0.07169332920948346,-0.939937135865508,-0.8834966103140967,0.20335497506335098
2024-12-11 11:50:07,2024-12-11 12:05:04,0,100,896,1,2024-12-11 12:05:05,R_6EfWDRRqI2QjBIw,anonymous,EN,0.6000000238,,0,0,,2,2.0,53.0,1.0,,,,,,,4.0,1.0,2.0,3.0,2.0,34.0,,1.0,,1.0,,,6.0,1.0,1.0,2.0,2.0,,1.0,,,,,4.0,1.0,4.0,2.0,1.0,,1.0,,1.0,2.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,,1.0,1.0,,,,3.0,3.0,2.0,896,,prolific_final,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0,664e46d7a85eca66b546f596,675867a866926f4f99073407,67597c65bfabd14e9d7328e3,,1.0,897.0,2.5,4.75,3.75,3.0,3.5,2.6666666666666665,4.0,2.0,2.0,4.0,0.41627774628202063,0.39591204872855545,-0.5819861645767035,-1.0970378704735602,0.14192362867179398,3.6666666666666665,4.0,2.6666666666666665,2.6666666666666665,4.0,0.8701002290731332,0.3484014350140563,-0.3863288747651663,-0.935341216025229,0.07022250232601879,2.6666666666666665,4.0,2.3333333333333335,3.0,4.0,-0.07215735232513953,0.3259706141241012,-0.43583537263278327,-0.5197993184790191,0.3047442948206651
2024-12-11 11:57:42,2024-12-11 12:08:14,0,100,632,1,2024-12-11 12:08:15,R_3gi1rpD86szmDA0,anonymous,EN,0.8999999762,,0,45,,2,1.0,24.0,,1.0,,,,,,1.0,1.0,2.0,2.0,6.0,33.0,,2.0,,,2.0,,4.0,1.0,1.0,2.0,3.0,,,,,1.0,,4.0,4.0,4.0,2.0,1.0,,,,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,1.0,,1.0,1.0,1.0,,,4.0,3.0,2.0,632,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",665acb8be8d04df6693caf4a,675867a866926f4f99073407,67597e2038e326389e732951,,1.0,632.0,3.5,3.25,2.75,2.75,2.25,4.166666666666667,4.0,3.8333333333333335,4.0,3.3333333333333335,0.49054696293201605,0.4220186959423793,0.1533024616216041,0.19388851126037387,-0.694482395959001,3.8333333333333335,4.666666666666667,4.166666666666667,3.6666666666666665,4.166666666666667,0.10399339723930368,0.7839327065466857,0.7587043634797173,-0.4618956288871199,-0.20545687332539497,3.8333333333333335,4.166666666666667,3.8333333333333335,4.166666666666667,4.166666666666667,0.23906098444485435,0.014027772747780887,0.23421671062012672,0.23563712393363634,0.0510425672421988
2024-12-11 11:52:51,2024-12-11 12:08:26,0,100,934,1,2024-12-11 12:08:27,R_3J4R9lB4hKre9fl,anonymous,EN,0.6999999881,,0,0,,2,2.0,23.0,1.0,,,,,,,1.0,5.0,0.0,1.0,1.0,26.0,,3.0,,,,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,,,,,1.0,2.0,4.0,2.0,1.0,,1.0,1.0,4.0,4.0,4.0,5.0,2.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,,1.0,1.0,1.0,,,3.0,3.0,2.0,934,,prolific_final,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",611171b294ac05e4a3ff358b,675867a866926f4f99073407,67597cfac04d321c32f5190e,,1.0,935.0,2.25,4.25,3.25,3.25,5.0,2.3333333333333335,4.5,3.8333333333333335,2.8333333333333335,3.8333333333333335,-1.1199323248221855,0.9999407769149262,1.3459168722209016,-0.4502054901084027,-0.4313970008440413,2.3333333333333335,3.8333333333333335,3.1666666666666665,4.166666666666667,3.8333333333333335,-0.9161473037397547,0.13303993880489706,0.47397607340619574,0.7278112897817306,-0.08327618036461315,3.8333333333333335,4.833333333333333,3.8333333333333335,3.8333333333333335,4.0,0.1694267688311113,0.7785750194038075,0.22882727199937625,-0.16896482151153824,-0.2427419886140374
2024-12-11 11:51:57,2024-12-11 12:08:38,0,100,1000,1,2024-12-11 12:08:38,R_1TXGUtGN3HLFBNJ,anonymous,EN,0.8000000119,,0,0,,2,2.0,32.0,1.0,1.0,1.0,,,,,2.0,5.0,3.0,1.0,3.0,14.0,,5.0,,,,2.0,3.0,2.0,,3.0,2.0,1.0,1.0,,,1.0,,1.0,4.0,3.0,1.0,1.0,1.0,,,2.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,,1.0,,,,,3.0,3.0,2.0,1000,,prolific_final,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",66a8e4f1997807db5221e94f,675867a866926f4f99073407,67597cd1d68ff59c993155aa,,1.0,1001.0,4.25,4.0,2.5,3.75,3.75,2.5,2.6666666666666665,3.1666666666666665,3.6666666666666665,2.3333333333333335,-0.6064451662378278,-0.12762902381202457,0.6613158480889134,0.6240817677200208,-1.174485594039027,3.1666666666666665,2.8333333333333335,2.5,2.5,2.1666666666666665,0.735899059559666,0.1569775978662542,-0.09566647868994238,-0.5072065824676795,-1.216210084186605,2.3333333333333335,2.8333333333333335,3.3333333333333335,3.0,3.1666666666666665,-0.6175036294204483,-0.6006581690118797,0.93899418015994,-0.15593610518813206,-0.23080278360785877
2024-12-11 11:49:24,2024-12-11 12:11:33,0,100,1328,1,2024-12-11 12:11:34,R_7yedPXOxd8z0fAq,anonymous,EN,1.0,,0,0,,2,2.0,41.0,,1.0,,,,,,1.0,5.0,4.0,2.0,5.0,23.0,,2.0,,,2.0,,2.0,1.0,2.0,2.0,3.0,,1.0,,1.0,,,2.0,2.0,3.0,1.0,1.0,1.0,,,2.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,,,1.0,,,,3.0,2.0,2.0,1328,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",6504c6655c2ae520567f52ff,675867a866926f4f99073407,67597c20a37b0e1b0b0cfda4,,1.0,1329.0,3.25,3.0,3.5,2.25,5.0,2.8333333333333335,2.6666666666666665,2.0,3.3333333333333335,3.8333333333333335,0.4849506729635462,-0.909674494026508,-0.8360111965052517,0.23669833098063853,0.45200959215365266,3.3333333333333335,3.0,3.3333333333333335,2.5,3.8333333333333335,0.30069273470479585,-0.5486601339998138,0.5323853064770248,-1.022961082434958,0.33450249159868184,3.1666666666666665,3.5,2.1666666666666665,2.3333333333333335,2.3333333333333335,0.7545771912209376,0.38478783782203063,-0.5761525475815121,-0.6461940390258558,-1.0898015726604489
2024-12-11 11:57:00,2024-12-11 12:13:29,0,100,989,1,2024-12-11 12:13:30,R_5i976rEbGQWbTjH,anonymous,EN,1.0,,0,0,,2,2.0,29.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,5.0,5.0,48.0,,2.0,,,2.0,,3.0,1.0,2.0,3.0,3.0,,1.0,,,,,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,,1.0,,1.0,,,5.0,5.0,2.0,989,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",5c452213a6c3df0001d2014f,675867a866926f4f99073407,67597df9cec0be8ba31f3934,,1.0,989.0,1.25,3.25,3.75,3.5,4.0,2.1666666666666665,4.333333333333333,3.1666666666666665,4.0,4.0,-1.1905485188072422,0.7598983872057916,0.5946800833613581,0.8656857083392069,-0.21504202034588893,2.3333333333333335,4.0,2.3333333333333335,3.8333333333333335,3.6666666666666665,-0.4471586738161477,0.4377562512217441,-0.27253839027650706,0.597408686248865,-0.2557273481027287,3.0,3.6666666666666665,1.6666666666666667,2.5,4.0,0.6802419823481118,0.060451916846818055,-1.1775063802542485,-0.9128377195677202,0.5293774109170188
2024-12-11 11:57:57,2024-12-11 12:13:58,0,100,961,1,2024-12-11 12:13:59,R_1fAmzCyV9hxZMFr,anonymous,EN,1.0,,0,0,,2,1.0,45.0,1.0,,,,,,,1.0,1.0,4.0,6.0,3.0,45.0,,3.0,,,,2.0,3.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,4.0,2.0,4.0,2.0,1.0,,,,1.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,,,1.0,,,,,3.0,4.0,2.0,961,,prolific_final,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",5d584a10a0c0940001a46efd,675867a866926f4f99073407,67597e33299d2a4cc0011827,,1.0,961.0,3.0,5.0,2.75,2.5,4.5,2.3333333333333335,3.6666666666666665,2.1666666666666665,3.8333333333333335,3.8333333333333335,-0.3856747481973608,0.16087885242616906,-0.45360134510690386,0.84000136384708,-0.01686881330587031,2.1666666666666665,3.8333333333333335,2.1666666666666665,3.8333333333333335,3.8333333333333335,-0.5449295578539832,0.19458538087708055,-0.3584293345541263,0.6679388599504934,-0.00019913177940455995,2.1666666666666665,3.8333333333333335,2.1666666666666665,3.5,3.8333333333333335,-0.5130757618690689,0.22560074312642842,-0.3712002760165891,0.13976332951653525,0.11440105734459705
2024-12-11 11:53:04,2024-12-11 12:14:22,0,100,1278,1,2024-12-11 12:14:23,R_7XgK6Ecq1rxw6Ms,anonymous,EN,1.0,,0,0,,2,1.0,18.0,1.0,1.0,,,,,,5.0,2.0,0.0,4.0,3.0,42.0,,3.0,,,,1.0,5.0,2.0,,3.0,3.0,1.0,1.0,,1.0,,,2.0,2.0,4.0,2.0,1.0,,1.0,,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,4.0,3.0,2.0,1278,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",66af72617c33867b3ed6ebdf,675867a866926f4f99073407,67597d135eeff9902949def7,,1.0,1278.0,2.75,3.0,4.25,2.5,3.5,3.0,3.3333333333333335,4.0,2.8333333333333335,3.8333333333333335,-0.33749515353315607,-0.27803355965800813,1.1283523914625175,-0.6548591175123275,0.061133524301144604,3.3333333333333335,3.3333333333333335,3.0,3.0,4.0,0.35060922687855367,-0.35083475454267354,0.059868691639950455,-0.5198359062348392,0.33021156185346845,3.0,3.3333333333333335,3.3333333333333335,4.0,4.0,-0.19297270253208554,-0.5927336303304629,0.3090933515791652,0.4312239868976153,0.22479163258637147
2024-12-11 11:50:07,2024-12-11 12:16:34,0,100,1587,1,2024-12-11 12:16:35,R_6mYk79bcJxPK2vD,anonymous,EN,0.6999999881,,0,0,,2,1.0,47.0,,,,1.0,,,,1.0,5.0,0.0,1.0,3.0,34.0,,5.0,,,,1.0,3.0,2.0,,4.0,2.0,,1.0,,,,,1.0,1.0,3.0,2.0,1.0,,1.0,,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,1.0,,,,1.0,3.0,2.0,1587,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",60e769ec9858960e8ad00886,675867a866926f4f99073407,67597c64dc4308e5a5f3591c,,1.0,1587.0,1.0,2.25,3.25,1.75,3.0,2.0,2.0,2.0,2.0,2.0,-0.043597018780282326,-0.5016686636584691,0.07660304091511039,-0.6484447634552701,-1.0863929773359189,3.0,3.0,3.0,3.0,3.0,0.14556354882508238,-0.16211629451223342,0.31196982789245853,-0.25485524916116997,-0.5056116094455798,3.0,3.0,3.0,3.0,3.0,0.182300515430887,-0.4511829473457598,0.2429537888521729,-0.17287184417266,-0.45404481334227587
